LAST_TO_END,FLIGHT_COUNT,SEG_KM_SUM
28,14,27294
13,19,25259
108,13,31058
36,16,25544
1,15,30070
128,19,31313
66,18,25279
28,14,23037
12,28,28510
135,14,35301
87,15,25661
5,20,29495
213,27,37411
145,24,24733
16,26,24901
518,2,24464
19,18,29376
2,17,32649
12,15,23446
46,17,32146
154,17,23928
21,25,22933
36,22,27253
30,11,20310
28,18,22935
13,24,29502
32,29,28285
61,26,24220
1,19,28754
3,25,24733
56,16,19673
4,23,28318
107,13,22931
116,20,26660
31,17,28581
199,9,25358
9,16,23718
4,20,31148
6,26,36114
24,15,29754
7,24,27146
43,14,23836
1,27,27463
8,20,25047
101,24,23028
5,27,33970
5,17,25605
37,18,17462
36,17,35610
35,33,23756
4,28,31700
79,21,25725
13,20,22622
10,21,36044
1,22,24370
38,25,30820
19,20,25572
185,12,32405
16,17,38449
49,10,16968
20,23,24138
159,17,25389
164,20,31077
110,22,30490
6,20,33606
34,9,31513
216,16,31153
72,21,29832
109,12,36353
22,22,26991
111,10,25622
147,12,28813
38,16,29348
11,23,36598
90,15,27146
12,25,25097
3,29,28083
88,12,24208
3,25,26995
43,14,18106
563,10,26430
35,13,27444
50,15,26480
29,26,33623
29,17,25934
35,19,33273
18,14,19781
376,31,21100
119,9,13922
11,17,29081
8,25,29554
62,24,29532
185,20,27029
142,17,28528
44,14,26334
5,32,39168
25,30,35480
34,3,30408
19,23,38158
39,9,19370
29,24,29696
118,21,40245
80,11,23750
179,12,20237
2,24,26818
31,24,26899
2,26,25215
62,25,23440
37,24,22340
7,24,30212
9,25,25219
3,12,27864
26,17,31699
143,16,32278
73,26,33356
149,15,23351
6,24,30363
111,15,31909
41,9,16891
23,22,26270
64,12,18407
57,22,27517
6,20,26004
12,26,26864
22,15,31381
109,21,29770
30,16,27944
36,24,23443
19,18,23920
170,21,29931
81,24,24508
150,16,18372
88,26,24901
64,12,45430
111,19,22563
32,20,22963
26,16,27245
254,19,24852
28,34,30388
39,32,24869
4,25,25300
10,18,31922
46,24,21237
119,18,28778
6,15,24759
74,16,23046
13,20,25067
156,4,24342
53,12,14237
12,22,29052
30,17,25336
43,29,25524
46,22,25165
68,11,30250
272,21,32113
20,27,28698
2,23,27183
24,20,23542
156,24,29684
14,22,25812
391,38,25428
20,19,28970
11,20,25607
31,10,30416
8,38,32749
19,14,29074
16,15,32459
23,22,28172
95,15,29366
42,15,26967
20,14,27054
39,14,22551
77,15,25511
95,17,25798
8,23,28389
166,19,30842
44,21,28040
37,27,24161
61,33,21207
5,22,28776
88,29,26766
153,6,20200
72,14,27161
34,23,26510
59,16,26062
8,14,28910
27,18,27685
202,9,13386
4,30,18220
24,20,23492
105,17,26646
4,16,16483
143,22,27123
2,26,29530
24,30,26872
5,20,28441
344,23,35610
155,28,24584
148,31,32141
9,19,31176
14,24,30568
30,13,22648
172,16,24343
297,4,20793
137,20,27730
74,15,24379
332,9,16968
64,21,26121
27,11,23150
106,22,25918
8,16,23687
19,4,18865
4,25,35542
1,26,25592
105,20,26424
69,6,21918
122,17,25754
2,31,29319
74,16,30855
4,15,28162
41,6,31001
2,15,23444
3,18,30892
29,10,33260
4,32,27776
163,18,22064
60,19,28658
10,10,14496
1,17,23682
3,21,25478
94,20,23939
11,26,29639
114,10,24052
44,14,31111
27,19,25235
13,13,29135
99,16,33070
343,14,25561
222,9,14413
19,23,29055
4,23,41668
73,26,24837
9,18,22592
18,24,28137
7,18,23844
175,26,26015
236,21,31570
10,25,26036
9,21,31812
37,11,14199
49,12,13794
101,20,34764
375,4,26840
295,10,27930
90,18,28049
156,19,29215
4,29,25200
7,23,31789
74,15,29363
31,16,25879
4,25,24718
114,12,23667
75,18,29167
26,9,26037
9,14,21480
3,7,26946
346,21,27468
15,17,22842
132,2,24464
241,2,24464
32,16,23803
70,15,26529
135,22,28579
2,23,24983
156,27,28892
11,15,26516
47,13,24591
342,5,27854
20,28,28360
7,13,24593
10,12,34705
63,18,28664
5,22,30171
12,25,32012
37,29,32772
10,25,31712
13,20,30803
14,16,23249
21,21,23456
2,22,27216
71,26,25526
68,30,26164
129,24,31215
111,18,28291
22,40,25770
10,15,30875
195,22,28554
137,15,25551
71,22,27983
159,24,32316
15,8,13688
59,51,20829
47,27,26257
27,29,24926
254,15,24625
29,13,21025
9,19,25515
57,21,32098
43,19,27483
444,5,24043
5,33,29663
59,19,26056
97,7,13769
26,21,30136
21,19,31104
8,18,27318
431,19,29123
37,9,25966
135,5,26432
112,17,27330
153,14,22646
261,3,25659
13,37,32589
116,12,24292
28,18,41012
32,24,27206
195,19,24473
46,22,25062
11,17,29173
95,17,39466
80,14,20315
16,15,23665
249,11,13655
180,15,27933
101,12,25097
8,29,28508
11,15,24706
19,12,34072
15,16,21464
49,13,22604
66,14,24416
5,17,21816
32,12,17050
1,34,26120
15,17,24214
84,17,24349
26,8,29663
174,15,29035
100,20,24882
326,12,25344
19,32,28373
101,23,31189
251,13,26874
102,17,29323
42,21,27476
45,21,22992
154,23,22749
59,14,26200
24,23,23888
4,24,27201
41,15,26092
156,20,26832
11,44,23646
84,19,28243
50,12,28615
33,23,30115
100,13,17497
27,3,22814
3,12,33572
22,17,26566
198,14,24424
51,10,25424
117,16,28905
14,17,25155
23,21,23170
108,29,29553
113,14,17828
100,20,28952
92,14,28394
482,3,30282
10,27,37614
52,13,21714
47,23,31509
17,11,19156
78,30,42304
8,20,22018
7,27,31942
22,18,32111
200,4,23163
169,21,23544
18,27,24275
25,23,23043
49,11,19583
6,16,14103
80,18,27643
130,19,27100
189,16,22426
29,17,25669
12,18,25693
196,13,27455
110,16,24543
100,4,18435
23,17,27738
349,15,26545
4,30,27097
16,25,23496
50,18,29718
22,20,18369
5,21,30560
36,12,34944
1,30,26662
49,12,23484
44,17,24266
67,11,27821
124,22,25822
66,21,27372
47,22,30935
64,24,24996
34,18,23499
4,16,29677
37,8,14839
136,19,32668
28,10,24650
1,39,22464
7,15,27163
34,17,28734
24,22,28255
44,11,29332
112,19,26257
60,24,28008
30,25,26930
139,17,25882
6,24,30525
56,13,24042
135,21,26805
38,8,25388
18,19,23653
46,8,33299
164,5,16286
5,7,23493
82,26,26360
47,19,31006
66,24,26925
12,29,29660
1,23,33366
169,18,21190
26,14,26089
27,17,26550
99,22,27314
23,14,23833
185,20,28641
3,28,31244
282,12,13922
190,13,23349
581,2,24464
258,2,24464
605,2,24464
240,4,27244
611,2,24464
469,2,24464
217,16,32770
8,15,31690
94,8,25284
163,21,23275
203,11,28863
6,12,42325
1,20,23761
157,13,27452
123,22,26148
12,27,29696
186,8,17352
7,24,28825
33,23,27487
308,9,13187
15,26,30493
89,20,30136
17,26,30465
29,8,24909
162,22,22045
50,27,28105
197,11,17869
204,19,31598
349,14,24790
12,19,24509
148,29,27806
4,21,24588
148,16,29628
98,22,22940
343,7,13145
25,13,25437
19,21,29238
61,14,22774
36,10,20018
100,21,29444
12,22,30824
494,19,29130
75,25,35911
250,20,26064
83,6,26939
6,20,34282
63,19,23849
23,26,29401
22,30,40361
74,27,26119
264,6,30598
34,14,13132
20,19,21567
137,20,26481
167,13,26013
16,26,28331
12,27,24938
50,10,27254
487,6,27602
23,20,29424
128,19,20402
18,23,21330
5,21,24667
130,10,26430
57,31,27376
48,15,20442
33,18,25614
243,15,23617
47,25,29115
1,20,26616
19,10,31513
31,20,30892
145,9,29041
166,14,20516
72,26,22002
43,30,22249
5,29,24842
79,20,30640
163,13,22694
6,22,27586
40,22,24322
7,34,29195
40,32,43399
302,15,23952
7,13,25727
83,18,28488
145,17,24032
33,30,29333
159,20,23789
81,15,26652
42,12,26184
13,25,32105
114,22,37838
1,47,27260
6,14,24206
111,18,25378
110,25,24660
10,22,24290
96,15,28726
11,20,26008
57,16,26472
173,16,32101
3,17,26010
233,8,13133
28,12,27864
83,26,23472
2,19,27402
22,7,23317
20,22,30209
160,16,31472
374,10,26718
15,27,27661
87,24,31861
33,17,24845
12,31,30664
338,7,24745
74,18,26833
44,17,27368
39,13,23655
27,13,25075
33,24,28817
14,25,28672
8,17,24925
312,26,27352
13,21,25699
88,6,26734
250,19,27062
20,29,33371
64,16,26957
21,19,25721
58,16,25993
21,15,21032
159,18,25926
104,10,28229
376,28,27214
83,4,32508
60,22,33693
438,23,29371
69,24,25479
9,20,28520
7,23,28453
91,26,22954
92,30,28673
3,24,27248
17,15,27133
212,23,22799
94,12,28075
81,24,29906
101,12,28513
231,11,24149
13,19,24028
2,22,25228
78,26,34245
63,23,28859
39,37,27404
73,28,36931
22,15,31111
149,12,24660
21,32,22087
146,16,28941
41,24,27560
23,31,26434
123,24,24112
11,15,27833
156,12,24867
16,12,24668
3,9,25498
508,7,29727
8,21,24162
122,14,24741
66,17,30634
94,20,24366
130,20,30897
134,18,28784
46,17,31730
9,27,25667
33,19,25449
8,18,32918
6,22,27837
30,18,35322
15,24,24043
234,25,23134
15,25,22753
103,18,18833
21,16,27905
66,18,29156
2,29,31754
11,20,23497
16,24,31219
30,10,13863
1,26,26968
58,18,27971
4,27,23424
85,19,27891
14,11,27889
40,6,29362
334,10,25950
7,21,29995
489,4,23723
9,21,27300
431,26,27114
4,25,23988
4,24,28405
35,18,29583
157,21,27359
68,14,24428
30,17,27148
22,17,30883
67,20,31024
4,20,24424
552,4,27304
35,15,27656
24,14,27492
23,22,28350
79,18,16433
105,12,28193
669,2,24464
122,7,14474
125,22,22964
32,28,31231
39,26,30638
65,19,21587
4,14,24795
1,31,29122
9,29,21813
15,53,30740
23,16,23902
14,30,30567
7,27,24957
23,21,26680
1,14,27275
344,10,20980
429,16,31169
10,24,25730
44,16,23478
7,17,28200
75,24,26024
105,19,23309
22,10,32408
462,5,24822
322,21,22919
30,21,31495
69,18,22940
29,14,25830
33,55,19570
10,14,21957
23,14,26182
158,17,27570
26,14,18288
62,14,21874
41,24,27016
3,40,26101
2,24,25975
27,19,25605
84,13,23471
88,14,25781
2,23,27051
13,17,27799
221,17,26170
36,18,26468
311,5,20810
450,3,25659
2,34,30042
172,24,28212
22,14,26176
222,9,18388
104,25,25347
37,15,25737
142,19,30494
19,43,24479
159,20,26668
119,18,27197
159,16,21634
9,22,30236
152,31,23438
114,14,33665
274,22,26522
26,16,28024
1,21,26133
78,21,30869
72,28,28901
237,20,27395
23,31,28646
67,28,26116
546,4,25368
153,17,26273
36,20,31885
242,11,13163
69,28,27650
24,9,25360
187,11,24832
176,19,21641
1,17,26274
8,23,27535
14,18,31766
73,31,31470
106,20,28298
8,20,22994
202,11,28933
179,21,48474
156,17,24930
11,19,25524
44,21,22527
13,31,30125
123,20,25842
35,16,22761
31,12,27370
4,24,26428
233,19,26438
49,17,35490
41,24,31357
140,17,30979
16,36,21994
16,10,30626
14,18,29713
11,24,24842
5,15,30134
26,19,24080
22,17,31103
177,3,25560
15,24,22573
138,10,24304
37,37,36397
65,17,24501
13,21,37125
368,7,19894
6,12,31709
106,28,29786
65,16,25125
21,18,23237
27,19,24685
22,28,25546
69,18,26306
197,15,37016
155,12,18056
114,18,54252
65,11,29898
99,21,30708
9,10,27930
64,13,24502
103,14,28091
4,21,22707
37,11,30710
109,16,20684
5,21,20560
76,15,23611
18,26,30618
27,20,18401
3,20,32804
132,15,29443
15,25,33408
40,24,23965
70,18,31466
197,15,26205
65,7,26697
75,7,13004
126,23,28895
32,16,30971
6,21,28077
157,19,26007
80,19,27795
46,15,25525
67,19,27021
422,5,24529
25,14,25141
1,36,27399
32,20,31830
7,23,32554
43,16,28568
183,8,21219
201,10,18062
497,16,28571
9,16,32109
285,12,16581
51,13,28140
11,17,30108
43,33,21341
6,19,25779
327,20,29893
21,12,23729
90,19,23546
89,13,23846
130,20,29855
11,15,20431
87,13,22522
219,16,26029
40,15,22579
38,25,39352
125,22,33263
99,18,32064
2,31,21187
21,13,36702
5,24,25500
163,16,24599
24,23,28064
3,24,31487
38,18,20360
4,24,34676
149,17,22938
18,19,34075
194,20,27775
75,15,32833
14,14,29241
19,16,21865
76,23,35311
21,12,19174
8,45,24015
31,31,38602
2,18,28819
6,18,29018
314,14,12714
44,25,25989
129,29,20786
91,16,23234
27,18,34326
18,19,24584
17,20,22204
244,14,21163
438,5,27193
105,23,37007
21,31,27755
675,4,17780
153,16,26866
168,13,23251
42,20,32551
4,31,24560
75,19,26245
45,17,27620
19,24,23092
56,11,14745
130,19,31309
14,30,23696
5,12,24877
400,12,23796
12,51,24696
152,14,24757
370,15,26252
13,15,24413
139,16,23537
36,18,31529
38,24,30144
119,17,30632
144,24,22773
1,23,29943
24,20,26726
49,13,24156
81,8,25840
84,25,31146
104,11,29587
1,19,26938
114,26,24500
58,13,26825
13,15,23999
113,29,34791
94,17,20747
56,20,25426
15,14,21890
56,14,23060
84,17,27265
158,21,26492
34,25,27973
334,3,18520
36,18,28401
347,3,18405
77,17,30769
39,14,27536
86,9,23787
78,21,31567
18,19,28835
13,20,27959
21,20,26535
11,29,21720
77,24,28482
16,15,25116
16,19,23909
16,23,23476
27,20,29641
4,25,24128
12,11,13705
3,33,24739
330,17,28807
39,20,25659
182,15,24555
78,24,22463
48,14,23741
3,31,25193
1,33,28592
247,11,18017
9,23,24099
9,23,28955
9,17,27391
95,15,22221
16,19,23542
11,25,23628
15,17,29051
82,13,32215
71,13,22437
48,25,29425
137,17,24781
96,19,18494
15,26,26104
39,26,28821
4,26,35117
6,9,26135
23,30,24575
10,18,28865
444,2,24464
580,2,24464
26,10,36338
3,5,33686
76,15,20154
37,30,23818
28,20,28982
42,18,24039
1,28,25346
48,13,24294
144,11,21095
17,18,34867
116,20,22912
25,19,27156
136,15,24362
8,6,26307
32,22,30219
43,23,24069
17,32,30499
39,30,27321
44,12,31238
2,34,29625
108,17,26093
12,23,23158
1,14,18312
60,15,25001
36,19,28856
370,18,21802
18,19,27140
329,7,15215
48,11,15511
17,21,29555
191,15,27465
68,30,30860
188,16,21698
52,24,31791
113,22,38468
32,9,27256
88,18,25713
106,14,24785
34,19,27329
2,11,28429
5,26,25477
5,22,28994
69,17,23116
42,22,38142
33,13,20228
2,20,24531
36,21,30480
25,19,15072
164,18,25302
190,9,13632
18,9,15796
23,22,28159
2,12,18578
71,16,26358
31,9,26618
44,18,25643
6,30,22185
164,25,21787
16,17,21943
102,14,25808
87,15,25964
125,4,25759
3,17,28932
463,3,23807
5,16,26457
43,14,26625
67,20,24400
8,57,31793
5,17,21348
35,23,23371
3,30,23962
30,24,26078
68,20,25627
7,27,28728
259,15,27117
32,15,31793
66,24,29884
13,28,24516
14,18,25697
4,27,33248
46,9,22981
205,17,30069
5,18,18855
130,10,20355
45,13,29833
3,19,32411
15,19,25606
61,19,18938
47,26,24032
13,26,27567
1,26,26366
118,18,28599
521,12,19744
117,11,20004
101,28,26097
32,14,25412
9,12,27752
42,19,28398
210,2,24464
24,30,25337
69,16,33386
49,19,26245
32,31,22936
88,20,37620
80,19,29086
67,14,26182
4,17,24940
290,6,18681
43,22,25377
154,15,28198
28,15,26701
103,14,27101
4,29,20755
63,14,19025
191,16,19083
32,13,27649
60,13,22957
3,26,20844
137,13,26781
22,14,25908
13,12,21764
77,28,25420
76,17,28292
32,27,25935
14,22,29227
74,9,28722
44,25,30337
76,23,24864
73,20,33680
3,16,28307
69,17,23026
32,20,24538
123,8,12926
7,22,26409
2,15,25623
216,13,32524
82,22,38803
140,12,25709
9,15,28589
47,19,23531
12,17,23670
174,7,15698
2,19,28520
5,20,26546
130,23,27118
151,18,26168
138,18,25719
66,24,25260
9,22,31751
11,17,14532
6,15,19622
8,18,26290
38,11,25542
569,7,25055
173,14,15385
70,30,28903
15,21,22722
63,20,22792
45,5,26717
16,18,26268
13,25,23388
369,20,22360
114,19,26092
648,4,24214
23,16,29739
240,12,26851
15,26,24841
107,11,13540
30,26,27612
36,27,27804
42,16,20278
34,20,21910
30,24,24167
44,15,27379
37,22,33948
165,6,21210
105,21,27195
33,18,23937
416,7,22610
5,13,25869
19,21,31662
95,33,25659
32,28,22744
41,13,17299
20,23,31595
211,6,27379
25,22,23393
11,16,25350
109,24,29330
8,18,29529
209,19,25832
4,27,34357
62,43,26353
112,23,26358
68,25,25723
214,14,22947
25,17,22777
125,20,26429
51,8,17812
164,14,20486
26,26,28633
44,26,27281
19,16,22821
8,11,28012
49,9,26895
74,24,28465
30,13,25404
15,18,29432
354,18,23610
9,5,25430
12,40,26009
35,14,29609
10,36,30454
128,19,26829
81,13,26734
16,22,37454
46,27,33161
13,16,25979
149,20,25978
318,17,23977
93,5,21457
60,26,23962
34,22,25581
269,13,26077
36,22,23026
4,15,21500
35,18,20910
30,17,28276
129,22,24964
318,6,21966
101,15,25695
1,48,23794
44,4,23791
8,23,27175
14,12,25036
104,18,16436
37,14,29739
8,25,23043
70,20,25368
249,14,24103
31,17,36411
60,18,25534
3,13,30597
17,39,28714
23,14,27323
330,5,25724
317,14,28950
56,36,28758
217,16,27039
46,10,26772
76,19,20677
3,25,27262
61,12,28442
27,33,26201
17,18,27895
8,16,24447
15,10,25936
20,22,24282
24,20,24628
33,12,14062
105,14,26366
13,14,25901
23,28,26211
45,25,25319
25,18,27090
29,12,23709
1,18,24346
20,12,23117
14,27,31458
131,23,24299
40,24,21654
75,13,28394
71,27,23059
691,3,26431
82,15,24174
112,21,21766
1,16,27229
29,13,28337
57,13,24683
320,7,20947
58,9,20667
12,33,26120
104,7,13072
152,18,24434
342,20,31170
4,15,22842
53,22,32075
11,34,22206
116,20,27387
9,27,29359
17,16,34798
11,24,26357
286,2,24464
203,2,24464
70,2,24464
28,21,21503
134,21,28751
70,12,27121
107,16,23836
79,11,26695
185,28,25723
85,17,24585
9,25,23936
65,15,24066
13,18,22778
11,28,20273
3,19,24620
20,23,22860
22,21,26761
23,21,29549
68,16,24723
36,16,24104
81,18,23028
20,21,26174
1,14,27046
101,23,21355
45,30,24616
187,16,29135
18,16,26108
56,17,27996
40,21,23684
164,16,24730
343,6,25103
1,20,24759
35,30,31686
16,11,25542
34,23,26124
62,19,25638
4,12,22150
36,21,29242
5,18,27730
20,35,41825
32,21,28110
39,18,27263
7,21,25401
99,25,24327
20,22,26775
48,11,24213
20,23,22785
125,10,13222
61,14,21734
74,14,22256
77,13,20870
1,17,26456
129,15,27987
153,14,27590
165,42,27258
3,28,32441
53,18,22339
85,14,21713
48,11,24697
114,23,27652
39,17,26975
66,18,25198
14,14,27061
39,12,22403
135,17,26026
27,13,24791
11,31,26501
59,18,35121
29,17,27838
95,20,24103
144,22,22270
89,16,25315
44,11,33791
304,16,26293
18,24,25780
18,26,24216
26,18,27651
76,17,23397
46,19,25437
95,24,24421
65,15,25206
22,33,23933
39,8,25648
48,11,22893
75,17,26383
109,23,32598
108,14,23891
52,15,24271
152,13,31147
49,13,28644
64,20,29632
30,16,29455
78,19,29320
18,24,31880
32,27,27984
95,15,29436
208,19,30192
130,28,23451
72,19,22932
7,10,30349
5,25,30878
354,27,37102
15,21,28878
300,15,24367
36,23,25283
211,10,13082
23,24,27068
111,22,24156
688,4,30250
9,29,22716
6,23,26501
44,21,25769
26,16,17562
67,19,28625
64,15,23002
5,14,19187
138,18,22146
112,21,23237
23,19,34128
13,16,28755
13,30,23944
69,19,25013
10,18,26682
4,25,30533
64,9,26665
55,35,24867
49,13,24756
17,25,28555
9,22,21846
101,11,16269
77,16,31408
70,18,29114
33,20,29110
192,4,25873
13,20,22810
123,26,36187
175,8,27829
35,15,28432
16,25,22230
49,6,12535
177,20,20262
321,19,24435
67,28,28984
3,20,26282
58,12,23082
3,9,30303
120,24,21594
25,19,20501
11,13,22201
122,21,26176
22,27,23960
68,16,23583
6,14,27442
30,25,23870
11,21,28113
164,13,14779
4,18,26118
24,15,24067
298,22,22431
96,17,29607
44,17,28802
33,19,20812
21,22,24951
77,13,29014
6,15,21706
45,29,27179
12,26,23646
6,22,26200
5,16,25237
213,12,21805
85,8,31200
110,18,28499
93,23,23992
108,19,24988
119,17,28127
14,19,28462
3,33,25737
55,14,23288
263,11,23506
240,3,22810
30,37,30741
50,10,22536
26,17,18431
24,12,26119
40,19,23938
7,11,27580
231,12,33582
112,14,26568
8,12,27864
3,21,32944
2,16,24701
7,23,24666
103,23,22406
124,19,29383
32,17,27504
99,7,24569
22,23,24608
3,18,20303
48,17,29533
120,10,16458
123,16,21384
5,19,29792
40,3,22783
109,14,26285
99,9,20736
158,17,20291
30,16,21572
216,16,28282
99,21,30733
45,17,27375
23,19,24148
285,22,26991
13,28,27525
22,9,20934
25,23,30261
11,13,23648
58,11,23510
124,24,22917
177,16,19186
176,32,29259
16,18,27755
15,10,12823
34,15,25258
31,17,28190
29,20,22158
40,3,22752
10,10,33449
43,8,31810
84,26,31029
557,2,24464
182,2,24464
331,2,24464
245,2,24464
405,2,24464
444,2,24464
532,2,24464
672,2,24464
653,2,24464
592,2,24464
583,2,24464
653,2,24464
270,2,24464
40,27,19967
33,17,26118
430,3,21287
12,19,20620
119,10,26211
15,11,22358
48,23,24719
41,19,26931
18,11,13630
36,16,33150
69,14,22528
349,11,29135
23,23,26147
119,19,23400
27,21,28273
430,10,14262
138,18,20282
88,18,24750
7,16,31819
149,19,33784
137,16,29536
78,10,15062
7,22,23478
114,16,20968
427,18,20482
63,12,12726
501,8,12208
213,23,28731
76,13,22894
20,9,31446
20,24,33048
25,15,23985
120,13,19204
1,14,23018
73,8,23242
67,29,25922
4,12,32600
166,18,27590
142,12,23812
12,13,30186
11,17,22921
2,26,32248
8,5,24514
282,26,27019
116,11,25375
27,17,28521
153,19,25155
10,36,23461
158,5,26203
123,27,28415
11,19,27946
101,14,20119
4,26,27475
9,19,26698
46,5,23512
1,15,24831
36,25,23373
42,20,27740
59,15,29374
107,16,23006
5,24,22175
37,25,27055
22,17,23337
103,18,27823
319,18,23808
9,36,21310
121,14,25334
2,24,26242
72,14,27537
171,15,20848
46,12,28663
4,11,22313
123,22,25485
131,17,23650
88,20,21499
177,4,20188
2,15,24019
3,19,25304
39,12,19374
17,9,30311
566,7,22610
46,25,29967
27,25,34516
217,12,15369
16,15,29047
83,19,22904
92,21,29199
96,8,13348
68,19,28570
29,19,19486
5,16,21096
95,23,21031
3,14,26108
5,14,16118
23,13,21415
90,2,24464
14,21,24560
8,30,30281
30,15,22229
43,12,27928
184,25,33525
9,15,31412
5,19,20260
285,16,30617
2,23,25941
2,22,24107
77,13,24344
82,29,22603
51,23,24052
60,28,24807
26,17,21773
100,20,21462
59,24,22325
36,21,26400
12,18,25284
242,6,21356
6,25,27485
18,17,31199
273,4,19243
381,3,18352
4,13,24350
7,27,28202
336,17,26584
109,36,24905
162,3,22752
2,25,33174
168,13,24429
20,22,23136
6,26,23486
125,31,29855
13,20,35321
30,24,32003
6,21,23513
161,29,31314
6,17,24154
270,17,23874
17,27,26066
15,19,27476
49,18,22659
10,15,27466
77,20,24606
24,16,25431
298,8,13505
96,20,28255
83,18,28953
70,30,26383
56,18,30275
76,3,22814
19,17,23010
3,25,27722
176,6,12234
402,12,24498
39,25,28425
19,21,22058
50,16,28281
12,31,30156
109,26,20473
11,19,31520
78,14,24469
17,11,22975
13,22,25703
80,14,21346
75,15,29505
35,25,25354
31,19,27617
85,22,23781
20,22,27179
28,16,26616
234,16,21313
39,24,33064
282,20,25801
67,25,29470
6,26,27829
45,26,26099
32,15,27327
196,7,13203
66,21,24927
389,12,23796
2,13,20335
71,16,25204
4,22,31242
130,12,26267
139,19,23515
71,21,29708
102,18,24745
102,15,22601
25,19,26898
42,22,19365
109,16,22195
107,10,27330
2,14,22988
35,30,33890
18,11,29645
97,17,21324
27,18,25065
18,12,23796
37,21,31051
69,19,21343
96,14,26780
34,10,23621
75,11,13827
156,8,26127
180,12,23552
10,11,18427
47,20,22613
49,7,26194
24,10,24051
29,17,31733
1,16,29993
354,2,24464
221,2,24464
35,9,24433
5,16,27644
115,11,13334
14,15,23378
46,19,24049
14,20,23167
79,3,22814
86,3,22814
183,9,29484
28,23,29473
33,32,37046
200,7,19240
25,18,25463
28,20,30295
195,12,22558
81,13,13593
15,20,28099
65,25,31713
20,35,19277
8,33,23975
12,20,20987
30,26,28121
13,21,25209
101,10,25150
218,14,22884
78,32,22703
400,15,22055
16,12,20989
62,19,22968
77,3,22783
170,14,27908
305,14,22759
98,9,16443
229,22,29534
11,33,29475
19,22,24518
58,17,24585
4,16,18547
29,17,20736
138,9,28241
28,18,25456
136,20,24623
38,28,28735
18,16,21393
21,13,18976
132,25,32184
7,18,23468
14,24,21421
40,11,27701
123,15,22621
27,27,28767
30,18,26752
98,17,26263
432,6,12022
108,12,25608
48,13,27514
20,21,29159
82,13,27718
3,22,23730
68,18,21821
18,21,23491
8,22,30514
46,17,21987
8,20,21996
14,15,27307
18,18,26017
122,13,27742
3,17,23037
102,16,20577
60,25,28312
138,14,19025
327,14,26318
43,11,19186
102,21,18603
23,26,23253
27,25,23534
130,15,19097
2,17,27035
10,8,26601
24,13,22621
36,24,19633
160,8,21208
10,27,20630
63,8,23901
15,24,34616
301,20,23706
31,10,15019
105,12,24872
32,20,26421
6,23,20937
44,21,24284
120,9,12615
1,11,19493
368,19,21576
77,2,24464
60,2,24464
8,32,35580
370,8,15263
40,16,22424
77,16,40836
10,21,26356
16,14,27269
138,19,26348
39,3,22752
23,28,20852
414,16,25482
49,21,20284
83,10,19579
11,26,27759
58,7,20532
206,5,22336
3,16,30252
9,15,20685
117,22,29758
73,17,23473
6,23,28184
36,18,27173
14,22,16782
247,9,23787
23,17,26425
52,9,13850
12,21,29540
22,24,31925
103,12,23535
4,19,22970
21,20,28666
148,14,26488
67,23,25297
79,5,28743
32,17,22370
12,7,25984
20,23,27438
41,21,27065
9,27,26574
9,54,23841
16,33,26898
74,23,27878
316,22,22896
245,31,25101
10,22,28051
63,13,22847
2,11,34207
132,26,37900
117,10,13509
74,20,28857
134,14,19521
2,22,29070
34,16,29645
1,7,22795
22,16,24376
8,18,31921
34,20,21199
260,13,16190
101,16,26404
23,12,28951
379,30,22959
26,20,21773
18,15,30102
78,6,19371
135,8,27987
454,17,22518
19,14,18712
65,14,20446
108,12,25737
4,18,18901
5,15,21819
40,17,26612
11,15,25704
32,19,22094
51,40,25323
10,23,22394
115,14,24443
20,15,20654
135,6,12110
17,22,26351
103,7,18104
185,3,24381
329,4,32508
88,7,20688
291,6,23330
11,29,30586
5,17,26091
156,22,27774
143,13,27274
173,8,19038
22,22,28198
1,20,34500
113,14,22924
34,21,22402
188,26,27869
236,20,34122
84,18,21202
8,9,18402
315,11,19769
31,17,25301
25,10,23096
24,13,23371
37,13,30898
56,3,25750
12,23,23871
235,19,24810
95,18,25622
38,22,25755
71,13,24122
23,22,28181
39,18,29449
137,10,24967
7,19,27021
211,3,22783
157,4,24002
29,21,25129
2,16,23665
52,16,24922
39,20,23393
19,19,25177
47,21,23784
427,7,13206
118,13,23016
36,25,22800
42,9,23817
135,19,19944
33,16,22095
8,27,20714
6,24,25470
1,17,24508
66,19,19589
145,12,16117
51,17,20058
28,14,27014
57,18,26150
195,15,21669
10,20,23539
293,11,29579
8,15,26937
186,10,27597
12,16,26682
265,23,28434
1,23,22581
31,18,19501
89,21,24168
102,18,31027
5,16,22918
10,8,29192
39,22,26345
218,15,28387
39,15,24056
107,32,25928
163,20,25210
4,28,21146
30,14,19908
80,16,21416
68,6,23230
242,6,25916
5,8,12472
4,13,23894
34,14,27910
6,21,23949
18,26,26250
43,14,23717
5,16,27550
4,22,23379
140,15,28552
235,12,21547
31,24,25060
389,14,17972
20,26,23741
163,11,18000
11,18,28738
4,14,26344
12,19,25270
348,16,22837
23,22,23108
45,20,27844
247,32,21172
126,11,25430
49,23,25754
157,20,21298
16,17,21471
23,19,24847
6,22,28795
42,11,28397
39,23,24428
85,5,25368
65,12,24438
125,12,25054
302,11,20978
402,4,16407
65,13,18621
