,CustAccountBalance,TransactionAmount (INR),recency,age
862,36929.53,341.0,2624,47
863,7936.08,390.0,2624,41
864,12640.35,770.0,2624,34
865,13384.54,200.0,2624,35
866,111317.07,1255.0,2624,35
867,57908.87,4303.0,2624,27
868,31930.01,220.0,2624,47
869,219069.16,8912.0,2624,47
870,4573.28,899.0,2624,34
871,27373.21,500.0,2624,32
872,126.0,67.0,2624,30
873,29871.23,8190.0,2624,50
874,103856.35,18003.21,2624,223
875,1893.23,572.0,2624,32
876,13014.93,299.0,2624,35
877,18887.53,301.0,2624,34
878,171781.42,764.0,2624,34
879,8447.87,1028.0,2624,41
880,0.02,2220.0,2624,69
881,48869.41,1400.0,2624,32
882,84718.34,600.0,2624,223
883,40553.26,160.0,2624,38
884,1880.32,1000.0,2624,31
885,32621.01,440.0,2624,51
886,19173.82,50.0,2624,31
887,11614.1,100000.0,2624,34
888,10405.54,190.0,2624,33
889,48341.37,538.0,2624,42
890,13384.54,200.0,2624,35
891,6663.5,189.0,2624,31
892,76122.22,1721.0,2624,32
893,388.89,2000.0,2624,223
894,6664.52,1260.0,2624,34
895,121060.05,73.0,2624,37
896,21913.8,262.06,2624,223
897,115715.85,175.0,2624,34
898,10533.88,350.0,2624,39
899,97.93,65.0,2624,29
900,7844.9,105.0,2624,28
901,135701.38,936.0,2624,41
902,257822.52,235.0,2624,35
903,12069.76,1000.0,2624,34
904,1586508.61,100000.0,2624,43
905,8175.27,500.0,2624,32
906,35421.17,268.0,2624,29
907,76081.62,200.0,2624,52
908,110341.58,320.0,2624,40
909,48019.42,1000.0,2624,223
910,2823.47,1375.0,2624,33
911,495017.06,398.0,2624,27
912,14105.23,900.0,2624,36
913,7752.19,2599.0,2624,33
914,33818.31,380.0,2624,52
915,56806.25,160.0,2624,35
916,8841.05,500.0,2624,32
917,20469.13,1499.0,2624,30
918,129490.6,158.0,2624,39
919,879.93,950.0,2624,36
920,11846.77,11.0,2624,32
921,794743.98,1679.0,2624,41
922,88425.71,257.15,2624,35
923,156812.83,3112.0,2624,223
924,17716.05,1500.0,2624,35
925,1195344.5,850.0,2624,34
926,9904.14,600.0,2624,36
927,501.1,750.0,2624,44
928,417874.67,141.24,2624,34
929,77726.33,140.0,2624,55
930,6633.52,1281.4,2624,36
931,13616.67,23352.0,2624,45
932,218428.37,778.0,2624,38
933,193334.48,720.0,2624,39
934,218231.16,1752.0,2624,49
935,38843.42,2641.0,2624,31
936,5.65,200.0,2624,75
937,104389.33,61500.0,2624,44
938,3801.19,2553.0,2624,40
939,34905.27,600.0,2624,33
940,57.24,1580.0,2624,40
941,129290.36,715.0,2624,39
942,5720.37,100.0,2624,36
943,2534.03,192.0,2624,45
944,27233.69,1299.0,2624,223
945,201695.5,183.0,2624,37
946,141686.3,620.0,2624,36
947,15228.43,196.0,2624,49
948,35111.42,190.0,2624,31
949,22220.06,65.0,2624,36
950,24326.61,500.0,2624,36
951,4027.57,285.0,2624,45
952,59973.67,200.0,2624,41
953,39799.66,65.0,2624,28
954,23541.54,5555.0,2624,37
955,63681.01,2293.0,2624,53
956,27021.05,1830.0,2624,223
957,27021.05,1400.0,2624,223
958,57749.3,484.0,2624,46
959,45744.99,3490.0,2624,31
960,109362.18,358.0,2624,223
961,22.31,11.0,2624,29
962,36929.53,65.0,2624,47
963,4573.28,380.0,2624,34
964,10262.75,650.0,2624,36
965,10877.13,1330.0,2624,37
966,51611.24,1099.0,2624,42
967,18163.73,250.0,2624,41
968,29436.43,435.0,2624,42
969,12779.85,100.0,2624,32
970,27021.05,1273.0,2624,223
971,10702.67,448.0,2624,46
972,3081.96,450.0,2624,37
973,6406.13,1000.0,2624,32
974,184757.62,5000.0,2624,40
975,14309.1,120.0,2624,43
976,6988.14,220.0,2624,36
977,81691.41,1593.0,2624,43
978,69460.79,475.0,2624,44
979,77948.53,1512.75,2624,33
980,7281.14,230.0,2624,31
981,0.0,1500.0,2624,223
982,1294694.19,100.91,2624,223
983,11348.2,50.0,2624,30
984,36719.52,201.0,2624,44
985,15342.82,125.0,2624,34
986,10758.35,500.0,2624,29
987,27021.05,1128.0,2624,223
988,40681.48,530.0,2624,43
989,38472.54,650.0,2624,40
990,17654.41,14.0,2624,32
991,160594.62,2110.0,2624,55
992,2512.09,275.0,2624,39
993,162.15,38.0,2624,35
994,1972.42,27.0,2624,34
995,772503.25,249.0,2624,33
996,4356.19,400.0,2624,29
997,1.92,23.0,2624,28
998,57477.29,1269.0,2624,35
999,161289.86,395.0,2624,43
1000,342979.61,21230.06,2624,64
1001,25175.35,250.0,2624,33
1002,29501.41,1000.0,2624,52
1003,19117.41,321.65,2624,31
1004,55097.47,1650.0,2624,33
1005,8317.63,950.0,2624,29
1006,10301.3,200.0,2624,36
1007,14444.84,200.0,2624,31
1008,17189.06,1346.0,2624,36
1009,551679.64,300.0,2624,42
1010,1259.79,332.74,2624,41
1011,467553.87,2000.0,2624,38
1012,41989.1,141.0,2624,38
1013,609823.53,1250.0,2624,223
1014,18110.91,60.48,2624,29
1015,41589.87,525.0,2624,38
1016,72430.22,366.0,2624,76
1017,128915.4,917.0,2624,38
1018,4320.39,201.75,2624,39
1019,3236.44,255.0,2624,49
1020,25844.61,651.0,2624,38
1021,49019.49,706.0,2624,33
1022,50482.62,6300.0,2624,53
1023,46056.26,420.0,2624,39
1024,12462.8,120.0,2624,37
1025,64455.09,7923.0,2624,34
1026,2309.4,184.0,2624,34
1027,1083.22,930.0,2624,29
1028,5999.14,6338.0,2624,38
1029,26221.96,986.0,2624,32
1030,30593.29,1161.0,2624,45
1031,132201.64,2535.0,2624,41
1032,31146.73,172.0,2624,33
1033,711620.03,420.0,2624,41
1034,258.83,192.0,2624,37
1035,977.52,2316.0,2624,33
1036,63974.1,257.0,2624,30
1037,9759.62,30.0,2624,32
1038,107963.73,18000.0,2624,223
1039,138.09,150.0,2624,223
1040,31205.77,300.0,2624,38
1041,18759.36,257.0,2624,39
1042,126359.35,348.0,2624,28
1043,8261.97,64.0,2624,31
1044,3660.2,50.0,2624,32
1045,22686.03,770.0,2624,45
1046,55900.02,950.0,2624,34
1047,1971218.11,3592.0,2624,223
1048,5208.09,750.0,2624,39
1049,1172.14,325.0,2624,33
1050,15994.73,199.0,2624,31
1051,25313.69,1000.0,2624,34
1052,6113.36,300.0,2624,43
1053,7454.36,500.0,2624,33
1054,1207.24,3619.0,2624,41
1055,230099.64,760.0,2624,31
1056,3482113.5,5500.0,2624,37
1057,3793.06,838.0,2624,42
1058,5444.78,172.0,2624,66
1059,53531.42,2330.0,2624,40
1060,22159.6,1250.0,2624,38
1061,198.66,150.0,2624,39
1062,31022.33,32.0,2624,47
1063,12071.53,50.0,2624,52
1064,91859.49,431.0,2624,38
1065,121896.15,100.0,2624,33
1066,9237.03,90.0,2624,27
1067,8334.28,300.0,2624,33
1068,11623.27,14.95,2624,52
1069,9441.1,222.0,2624,47
1070,7139.15,300.0,2624,37
1071,47483.12,7000.0,2624,80
1072,17147.88,399.0,2624,39
1073,10027.98,319.0,2624,36
1074,117061.27,2195.0,2624,32
1075,1825.1,200.0,2624,27
1076,4409.39,50.0,2624,30
1077,61268.86,759.05,2624,35
1078,5033.6,633.0,2624,31
1079,13984.6,1115.0,2624,40
1080,16857.89,540.0,2624,34
1081,23.98,700.0,2624,32
1082,22278.71,1713.0,2624,31
1083,10921.49,8782.0,2624,42
1084,45793.85,956.0,2624,51
1085,40049.02,860.0,2624,45
1086,6137.96,4001.0,2624,58
1087,2494964.39,341.87,2624,61
1088,873.21,475.0,2624,27
1089,65920.02,500.0,2624,35
1090,299840.26,269.0,2624,45
1091,924.68,28.0,2624,27
1092,9780.66,400.0,2624,34
1093,68965.61,250.0,2624,47
1094,32319.7,65.0,2624,38
1095,257.12,500.0,2624,32
1096,252836.65,1000.0,2624,33
1097,2998.81,115.0,2624,45
1098,45806.78,690.0,2624,33
1099,3816.79,76.0,2624,39
1100,14372.93,157.5,2624,29
1101,723.93,115.0,2624,35
1102,26495.93,502.0,2624,34
1103,12744.14,345.65,2624,39
1104,60263.98,200.0,2624,47
1105,7035.45,527.0,2624,40
1106,4720.18,110.0,2624,36
1107,67084.47,1825.0,2624,37
1108,5899.86,79.0,2624,32
1109,58.83,30.0,2624,37
1110,69276.59,359.0,2624,40
1111,7666.47,865.0,2624,32
1112,85135.36,25.0,2624,41
1113,111915.53,2723.6,2624,45
1114,11425.95,282.0,2624,28
1115,45309.96,1400.0,2624,44
1116,59147.73,1254.0,2624,32
1117,16050.29,419.0,2624,37
1118,5.66,10.0,2624,29
1119,2080.69,25.0,2624,30
1120,3046.95,1795.0,2624,58
1121,35271.92,590.0,2624,55
1122,7684.52,4195.6,2624,223
1123,6.97,35.0,2624,28
1124,14251.1,570.0,2624,33
1125,20319.2,663.0,2624,44
1126,4626.95,315.52,2624,37
1127,76488.02,1050.0,2624,53
1128,10352.64,50.0,2624,34
1129,74742.99,349.0,2624,223
1130,29515.82,3850.0,2624,44
1131,106.59,210.0,2624,30
1132,28089.34,1100.0,2624,42
1133,20910.78,200.0,2624,41
1134,28099.05,522.0,2624,41
1135,54265.8,286.0,2624,42
1136,3701.71,100.0,2624,33
1137,511134.58,270.0,2624,63
1138,3303.46,565.0,2624,35
1139,14892.7,560.0,2624,33
1140,19577.25,100.0,2624,29
1141,6988.14,1620.0,2624,36
1142,338144.02,557.0,2624,48
1143,34114.16,100.0,2624,39
1144,157644.89,648.0,2624,46
1145,16998.39,170.0,2624,223
1146,141891.55,372.2,2624,59
1147,6609.59,50.0,2624,34
1148,6481.02,100.85,2624,38
1149,6374.5,200.0,2624,37
1150,14633.58,250.0,2624,37
1151,16866.81,60.0,2624,30
1152,4688.5,390.0,2624,30
1153,15520.27,680.0,2624,42
1154,36094.41,865.0,2624,58
1155,5141.11,6000.0,2624,38
1156,6.71,30.0,2624,32
1157,16838.56,573.86,2624,32
1158,1932.62,20.0,2624,32
1159,3.38,440.0,2624,30
1160,20740.67,170.0,2624,37
1161,2080.91,220.0,2624,29
1162,652500.87,4918.0,2624,45
1163,2080.91,27.0,2624,29
1164,194726.29,23000.0,2624,71
1165,62172.3,1020.0,2624,45
1166,3511.62,995.0,2624,30
1167,149.62,265.0,2624,28
1168,30065.02,26.0,2624,33
1169,39917.14,685.0,2624,34
1170,4738.18,440.0,2624,44
1171,20278.39,55.0,2624,47
1172,32999.8,881.0,2624,51
1173,59311.52,100.0,2624,51
1174,12090.65,39.0,2624,223
1175,342.98,80.0,2624,27
1176,8207.08,449.0,2624,43
1177,10583.78,1000.0,2624,46
1178,15128.88,27.0,2624,38
1179,14285.54,25.0,2624,39
1180,28049.79,1000.0,2624,43
1181,17630.62,5000.0,2624,37
1182,19883.85,320.0,2624,41
1183,17178.14,400.0,2624,36
1184,5291.88,200.0,2624,33
1185,18314.9,1500.0,2624,35
1186,23407.05,150.0,2624,32
1187,33143.49,425.0,2624,32
1188,4006.73,300.0,2624,32
1189,9257.68,303.89,2624,40
1190,47752.54,267.0,2624,42
1191,219374.07,360.12,2624,223
1192,570837.46,7799.0,2624,42
1193,14966.94,245.0,2624,35
1194,12609.76,1500.0,2624,34
1195,81019.33,2214.78,2624,39
1196,7389.46,540.0,2624,44
1197,763.98,2000.0,2624,32
1198,4665.3,100.0,2624,29
1199,6554.96,1075.0,2624,67
1200,4460.02,1154.0,2624,37
1201,7012.73,10396.0,2624,68
1202,399719.15,5.0,2624,36
1203,73912.97,250.0,2624,223
1204,24282.51,2090.0,2624,45
1205,1577984.15,1758.4,2624,37
1206,455539.66,286.0,2624,33
1207,152.02,199.0,2624,30
1208,175655.8,322.5,2624,46
1209,719551.68,3410.0,2624,91
1210,39421.11,19000.0,2624,36
1211,56202.21,269.0,2624,39
1212,136.2,1495.0,2624,36
1213,616.64,7050.0,2624,40
1214,1054.7,120.0,2624,34
1215,45407.82,187.0,2624,40
1216,10080.38,1920.0,2624,36
1217,763.98,8000.0,2624,32
1218,2865.36,5382.74,2624,38
1219,724136.54,620.0,2624,45
1220,3040.32,365.0,2624,29
1221,6188.94,51.0,2624,38
1222,81427.22,17500.0,2624,61
1223,161.13,33.0,2624,31
1224,104755.95,6401.0,2624,69
1225,6587.39,360.0,2624,31
1226,1016385.26,115.0,2624,64
1227,19599.99,1953.0,2624,31
1228,27021.05,1500.0,2624,223
1229,1340.03,1265.0,2624,37
1230,25372.81,700.0,2624,44
1231,118.51,280.0,2624,32
1232,12677.17,363.0,2624,31
1233,1488.08,250.0,2624,43
1234,854283.14,299.0,2624,45
1235,3954.56,250.0,2624,44
1236,9600.05,50.0,2624,36
1237,650.03,6017.0,2624,30
1238,2825.87,254.0,2624,30
1239,2341.18,10.0,2624,31
1240,28206.35,8500.0,2624,34
1241,11125.53,298.0,2624,43
1242,5677.04,10.0,2624,27
1243,13975.0,1809.01,2624,37
1244,1398.47,50.0,2624,34
1245,2512.09,118.0,2624,39
1246,29971.16,11248.0,2624,33
1247,118222.82,1850.0,2624,36
1248,2266.91,50.0,2624,30
1249,13561.02,812.0,2624,38
1250,41366.18,480.0,2624,32
1251,1091586.83,115.0,2624,30
1252,17138.78,52.0,2624,31
1253,5624.5,210.0,2624,33
1254,22.41,210.0,2624,35
1255,154192.98,1449.0,2624,45
1256,50849.92,1000.0,2624,223
1257,321710.27,3200.0,2624,38
1258,283041.39,1386.0,2624,43
1259,278655.61,357.87,2624,44
1260,105.62,100.0,2624,36
1261,79613.4,120.0,2624,35
1262,76472.7,8600.0,2624,39
1263,2705.75,500.0,2624,32
1264,6600.85,189.0,2624,31
1265,88310.5,166.63,2624,37
1266,71.34,296.0,2624,35
1267,11291.72,439.0,2624,30
1268,1586508.61,100000.0,2624,43
1269,39265.91,297.0,2624,35
1270,5683.89,78.0,2624,32
1271,84424.95,550.0,2624,36
1272,2292.64,200.0,2624,31
1273,656397.94,3980.0,2624,55
1274,3798.44,1600.0,2624,34
1275,3969.33,150.0,2624,31
1276,13061.74,574.0,2624,47
1277,51551.72,94.0,2624,32
1278,17675.57,497.0,2624,32
1279,21421.37,268.0,2624,39
1280,31487.62,250.0,2624,48
1281,148928.55,300.0,2624,36
1282,1468.29,5755.0,2624,53
1283,440463.42,1926.0,2624,223
1284,108688.37,4966.81,2624,49
1285,107409.7,211.0,2624,47
1286,11205.93,363.0,2624,40
1287,7380.28,270.8,2624,42
1288,4086.88,1326.0,2624,43
1289,1320.2,500.0,2624,31
1290,8813.24,20.0,2624,44
1291,12969.97,206.0,2624,39
1292,4838.52,200.0,2624,33
1293,8550.29,785.1,2624,30
1294,37138.99,3050.0,2624,33
1295,8164.64,20.0,2624,30
1296,38583.59,100.0,2624,31
1297,50908.4,216.5,2624,59
1298,9600.05,37.0,2624,36
1299,5294.18,300.0,2624,66
1300,294835.3,4749.36,2624,45
1301,4213.58,50.0,2624,31
1302,13148.92,294.0,2624,32
1303,3185.94,190.0,2624,34
1304,126654.62,738.0,2624,33
1305,211182.99,4000.0,2624,40
1306,1510.1,749.0,2624,49
1307,34836.95,300.0,2624,223
1308,1193.99,526.0,2624,223
1309,52176.26,50.0,2624,36
1310,8632.63,395.59,2624,29
1311,77651.2,597.0,2624,64
1312,35178.41,755.0,2624,40
1313,1033.84,1699.0,2624,59
1314,80579.53,128.0,2624,51
1315,9016.56,715.2,2624,34
1316,95048.37,2600.0,2624,47
1317,74869.81,3302.0,2624,29
1318,1222.59,1.0,2624,33
1319,3520.08,540.0,2624,33
1320,73452.89,3220.0,2624,29
1321,266380.93,152.0,2624,223
1322,1679.51,240.0,2624,37
1323,5642.37,1000.0,2624,49
1324,196171.36,4213.0,2624,35
1325,25138.75,183.0,2624,30
1326,1125922.25,6300.0,2624,2
1327,47959.3,121.0,2624,32
1328,44917.99,553.0,2624,31
1329,9257.68,482.52,2624,40
1330,29974.96,271.0,2624,39
1331,11933.25,550.0,2624,223
1332,80.5,100.0,2624,29
1333,15994.73,1077.32,2624,31
1334,28286.43,14776.33,2624,48
1335,3330.68,30.0,2624,35
1336,2910.54,2049.0,2624,32
1337,422317.25,5230.0,2624,63
1338,13519.44,215.0,2624,39
1339,31489.6,1956.0,2624,32
1340,6624.18,2750.0,2624,31
1341,231645.27,1358.0,2624,31
1342,7850.78,26.0,2624,31
1343,358887.8,100.0,2624,29
1344,307308.73,51750.0,2624,32
1345,12783.48,70.0,2624,36
1346,12298.34,1030.0,2624,39
1347,7675.37,312.78,2624,223
1348,1382.67,1000.0,2624,62
1349,12152.62,107.51,2624,33
1350,1444.09,150.0,2624,32
1351,2931.34,55.0,2624,30
1352,433485.24,1000.0,2624,38
1353,1661.78,1024.0,2624,50
1354,188040.94,890.0,2624,37
1355,52.62,115.0,2624,44
1356,156282.31,50.0,2624,33
1357,10842.88,744.0,2624,36
1358,46325.73,1.0,2624,223
1359,4506.88,1060.0,2624,39
1360,29064.51,18.02,2624,27
1361,125710.5,200.0,2624,37
1362,4940.81,1400.0,2624,29
1363,236.0,1800.0,2624,29
1364,540310.53,500.0,2624,51
1365,154528.06,1441.0,2624,44
1366,17248.02,200.0,2624,27
1367,301965.7,250.0,2624,39
1368,3542.11,3663.0,2624,43
1369,2777.78,450.0,2624,57
1370,23082.57,210.0,2624,33
1371,18441.44,1348.2,2624,37
1372,2186.4,300.0,2624,47
1373,3917.53,1195.0,2624,36
1374,26573.95,447.0,2624,32
1375,3572.28,165.0,2624,32
1376,12557.31,15.0,2624,40
1377,25060.8,50.0,2624,35
1378,562338.48,8225.0,2624,38
1379,175281.17,63000.0,2624,54
1380,61684.86,259.0,2624,39
1381,38058.83,1465.75,2624,29
1382,12854.03,449.0,2624,42
1383,129035.65,798.0,2624,45
1384,75959.96,370.0,2624,46
1385,350530.88,1748.0,2624,38
1386,1669.05,650.0,2624,53
1387,1974.09,290.0,2624,41
1388,23862.75,25.0,2624,30
1389,1132.47,170.0,2624,37
1390,614.31,100.0,2624,34
1391,4573.28,20426.52,2624,34
1392,6829.19,1292.0,2624,35
1393,2012.05,18.15,2624,36
1394,204863.48,790.0,2624,45
1395,5141.11,1350.0,2624,38
1396,3109.38,500.0,2624,27
1397,5794.25,50.0,2624,33
1398,46903.7,90.0,2624,31
1399,33522.48,3536.0,2624,57
1400,86.12,270.0,2624,35
1401,5389.71,1469.0,2624,41
1402,26011.49,980.0,2624,40
1403,3.52,3855.0,2624,35
1404,7974.07,150.0,2624,32
1405,82366.06,224.0,2624,33
1406,3029.71,60.0,2624,42
1407,4328.88,1800.0,2624,40
1408,309124.44,9400.0,2624,38
1409,273607.45,465.0,2624,41
1410,24113.08,365.0,2624,34
1411,33208.1,1129.0,2624,32
1412,128841.8,391.0,2624,41
1413,16619.42,5000.0,2624,43
1414,27295.7,120.0,2624,34
1415,16529.01,94.0,2624,33
1416,14131195.02,2411.0,2624,223
1417,27021.05,1609.0,2624,223
1418,11311.19,1500.0,2624,43
1419,45849.0,1820.0,2624,32
1420,20342.41,500.0,2624,32
1421,151.24,200.0,2624,32
1422,25177.71,186.0,2624,28
1423,14623.69,1.0,2624,52
1424,52527.87,2543.0,2624,33
1425,8349.68,449.0,2624,53
1426,2018.8,50.0,2624,27
1427,19151.49,100.0,2624,37
1428,5476.53,870.0,2624,32
1429,108417.31,153.0,2624,51
1430,10125.36,630.0,2624,34
1431,420790.39,198.83,2624,53
1432,12946.8,100.0,2624,33
1433,147861.4,1304.0,2624,33
1434,411.17,64.1,2624,33
1435,13226.16,490.0,2624,223
1436,4101.54,37.0,2624,31
1437,11438.82,780.0,2624,35
1438,104.52,2342.0,2624,34
1439,104.52,2206.0,2624,34
1440,91021.52,474.0,2624,34
1441,3488.24,100.0,2624,32
1442,24742.49,640.0,2624,32
1443,11614.1,50000.0,2624,34
1444,71770.19,385.0,2624,37
1445,329088.78,2540.0,2624,38
1446,25559.37,114.17,2624,54
1447,28600.11,1200.0,2624,31
1448,225588.8,396.0,2624,44
1449,3374.45,1.0,2624,37
1450,4065.42,200.0,2624,31
1451,425052.54,7915.0,2624,55
1452,24381.67,120.0,2624,31
1453,3602.32,50.0,2624,43
1454,155633.09,10.0,2624,34
1455,1509.2,930.0,2624,36
1456,8752.13,318.0,2624,38
1457,14780.04,600.0,2624,37
1458,96786.84,80.0,2624,223
1459,17345.67,98.0,2624,27
1460,92597.62,85.0,2624,223
1461,151.76,200.0,2624,48
1462,23619.81,2000.0,2624,39
1463,29.96,127.0,2624,27
1464,20247.07,150.0,2624,36
1465,1015.19,3.0,2624,31
1466,97813.2,25.0,2624,34
1467,26683.46,50.0,2624,41
1468,2858.49,140.0,2624,32
1469,44819.71,1699.0,2624,32
1470,61441.77,1150.0,2624,40
1471,13599.87,100.0,2624,35
1472,1487.85,538.0,2624,33
1473,4874.06,2146.4,2624,41
1474,3189.92,432.64,2624,31
1475,530.0,1600.0,2624,223
1476,6583.32,804.0,2624,43
1477,3801.19,2553.0,2624,40
1478,19893.38,780.0,2624,44
1479,4879.75,806.0,2624,36
1480,35747.1,2184.87,2624,55
1481,14584.36,1180.0,2624,34
1482,68343.18,1000.0,2624,36
1483,19817.96,758.0,2624,30
1484,4858.77,300.0,2624,28
1485,2494964.39,1659.69,2624,61
1486,2382.24,970.0,2624,33
1487,32549.94,200.0,2624,35
1488,18035.47,50.0,2624,29
1489,59188.75,184.0,2624,32
1490,53306.02,5000.0,2624,47
1491,7592.69,430.0,2624,37
1492,25208.53,70.0,2624,30
1494,166521.05,370.0,2624,34
1495,17630.62,40000.0,2624,37
1496,8644.71,279.0,2624,34
1497,43721.03,15960.0,2624,32
1498,2875.54,4970.0,2624,30
1499,33003.89,2500.0,2624,42
1500,44223.31,161.47,2624,38
1501,34414.67,403.0,2624,44
1502,9151.74,305.0,2624,38
1503,9123.88,133.28,2624,31
1504,49599.33,1291.0,2624,43
1505,22679.88,2650.0,2624,44
1506,920.07,500.0,2624,52
1507,460.53,200.0,2624,30
1508,43373.68,155.0,2624,38
1509,65996.33,400.0,2624,42
1510,216509.66,600.0,2624,44
1511,23974.29,873.0,2624,50
1512,944.45,35.0,2624,37
1513,23777.59,1000.0,2624,29
1514,249.6,110.0,2624,34
1515,19342.63,20.0,2624,31
1516,5922.11,84.0,2624,29
1517,1572828.44,795.0,2624,38
1518,386876.23,2000.0,2624,223
1519,126031.94,180.0,2624,37
1520,389844.27,800.0,2624,223
1521,45533.68,1494.0,2624,43
1522,1932.0,749.0,2624,36
1523,4131.72,131.0,2624,36
1524,2.34,674.0,2624,32
1525,27021.05,1500.0,2624,223
1526,35718.56,230.0,2624,36
1527,28214.16,672.0,2624,34
1528,81154.82,20000.0,2624,37
1529,860.41,305.95,2624,38
1530,9494.26,1600.0,2624,35
1531,35790.73,874.0,2624,39
1532,9372.35,700.0,2624,42
1533,496.18,20.0,2624,33
1534,148572.8,417.0,2624,35
1535,340.3,30200.0,2624,223
1536,1995.58,40.0,2624,39
1537,6017.79,346.0,2624,30
1538,787580.23,7000.0,2624,43
1539,18.38,75.0,2624,43
1540,193408.46,2714.0,2624,35
1541,37356.2,83.0,2624,35
1542,176.7,1000.0,2624,39
1543,3158.01,500.0,2624,38
1544,30593.29,644.0,2624,45
1545,13829.08,173.0,2624,44
1546,18161.69,220.0,2624,42
1547,102876.64,180.0,2624,33
1548,983.37,50.0,2624,35
1549,18025.83,2950.0,2624,31
1550,328965.64,1499.0,2624,223
1551,20914.47,418.0,2624,32
1552,1701.97,1266.0,2624,38
1553,74742.99,500.0,2624,223
1554,151.24,73.0,2624,30
1555,19656.77,216.0,2624,35
1556,66550.06,500.0,2624,41
1557,2526.64,255.0,2624,29
1558,10815.81,6936.0,2624,223
1559,34488.3,552.0,2624,37
1560,21103.34,50.0,2624,35
1561,146710.41,163.02,2624,36
1562,5131.06,150.0,2624,34
1563,9604.64,455.0,2624,37
1564,28.34,200.0,2624,30
1565,280875.44,1000.0,2624,223
1566,1773111.86,1290.0,2624,87
1567,10432.13,30.0,2624,29
1568,110341.58,929.0,2624,40
1569,126673.76,32976.0,2624,223
1570,6829.14,3900.0,2624,34
1571,116232.37,1319.0,2624,44
1572,219386.09,6070.0,2624,223
1573,78495.2,500.0,2624,45
1574,1096595.66,360.0,2624,41
1575,7035.45,210.0,2624,40
1576,5444.68,228.0,2624,29
1577,34836.95,68.0,2624,223
1578,395.37,703.0,2624,35
1579,42192.9,127.0,2624,35
1580,389844.27,3144.0,2624,223
1581,14743.78,80.0,2624,35
1582,12210.66,800.0,2624,37
1583,24267.78,350.0,2624,76
1584,38509.9,136.0,2624,41
1585,95163.03,95.85,2624,36
1586,16769.42,199.0,2624,32
1587,6.08,20.0,2624,28
1588,32329.68,42.0,2624,31
1589,91859.49,230.99,2624,38
1590,23563.57,264.0,2624,31
1591,142.72,7790.0,2624,40
1592,3601.97,76.0,2624,31
1593,19578.09,90.0,2624,40
1594,7209.95,270.0,2624,35
1595,196198.67,990.0,2624,36
1596,8212.79,2600.0,2624,44
1597,22783.07,686.0,2624,39
1598,9653.22,258.0,2624,33
1599,1531.9,2065.8,2624,37
1600,65923.65,317.0,2624,223
1601,111487.78,350.0,2624,50
1602,5555.8,603.0,2629,44
1603,18851.95,439.0,2629,34
1604,42909.8,25.0,2629,223
1605,308947.43,325.0,2624,223
1606,20772.59,2436.0,2624,33
1607,71565.61,200.0,2624,30
1608,35622.47,266.0,2624,36
1609,21095.6,3000.0,2624,46
1610,53991.84,509.0,2624,37
1611,271714.94,1200.0,2624,33
1612,93277.2,236.34,2624,35
1613,15131.61,152.98,2624,35
1614,363839.45,325.0,2624,33
1615,235025.05,1402.0,2624,29
1616,1.64,100.0,2624,35
1617,433815.91,2920.0,2624,51
1618,24362.58,850.0,2624,29
1619,28.45,50.0,2624,30
1620,31434.55,278.1,2624,32
1621,43858.35,3000.0,2624,35
1622,215987.57,566.0,2624,35
1623,8492.84,257.0,2624,57
1624,1986.0,100.0,2624,48
1625,19221.87,13259.48,2624,36
1626,4155.62,1000.0,2624,35
1627,165102.11,1223.0,2624,36
1628,27933.11,932.0,2624,40
1629,62065.4,732.0,2624,28
1630,9452.08,20.0,2624,31
1631,27796.24,200.0,2624,38
1632,208989.06,399.0,2624,223
1633,33522.48,2120.0,2624,57
1634,77168.01,2447.0,2624,42
1635,2685.27,241.0,2624,223
1636,37962.82,7043.0,2624,50
1637,21295.23,220.0,2624,38
1638,33888.44,400.0,2624,35
1639,114851.82,180.0,2624,34
1640,129803.53,209.0,2624,41
1641,96276.9,499.0,2624,34
1642,61465.04,490.0,2624,30
1643,2502.16,370.6,2624,45
1644,11470.76,1165.0,2624,41
1645,53545.25,679.0,2624,223
1646,18986.4,2547.3,2624,29
1647,3306.33,115.0,2624,44
1648,7772.34,800.0,2624,47
1649,7147.38,25.0,2624,27
1650,29176.86,125.0,2624,39
1651,221.55,19.0,2624,28
1652,2917.31,31.0,2624,32
1653,90722.53,870.0,2624,34
1654,17228.22,2900.0,2624,49
1655,20436.7,188.0,2624,35
1656,31511.48,54.21,2624,36
1657,21789.4,9801.0,2624,52
1658,1448.13,5967.34,2624,36
1659,6379.61,165.0,2624,29
1660,13467.47,180.0,2624,40
1661,80579.53,238.0,2624,51
1662,11461.07,260.0,2624,70
1663,10189.19,295.0,2624,36
1664,13467.47,132.0,2624,40
1665,1125922.25,2460.0,2624,2
1666,84332.82,250.0,2624,41
1667,14500.31,15.0,2624,51
1668,182437.44,2271.26,2624,223
1669,56548.72,3042.0,2624,42
1670,475011.1,777.0,2624,33
1671,165498.97,2505.0,2624,53
1672,38570.47,700.0,2624,35
1673,15895.14,873.0,2624,45
1674,12530.14,1064.0,2624,42
1675,40413.05,300.0,2624,36
1676,1866.1,20.0,2624,31
1677,191212.45,1311.0,2624,34
1678,33733.36,2000.0,2624,42
1679,108.16,1405.0,2624,31
1680,1698.92,500.0,2624,29
