,Education,Marital_Status,Income,Recency,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,total_products,frequent_purchases,total_child,age
404,4,4,55521.0,11,7,0,1,0,0,0,0,446,24,3,68
405,2,3,48006.0,55,6,0,0,0,0,0,0,41,5,2,58
406,4,4,27213.0,19,8,0,0,0,0,0,0,70,9,1,51
407,4,2,65808.0,1,6,0,0,0,0,0,0,272,14,2,52
408,4,5,30351.0,19,9,0,0,0,0,0,0,46,6,1,49
409,2,3,50437.0,28,7,0,0,0,0,0,0,490,19,2,60
410,0,4,23616.0,76,8,0,0,0,0,0,0,79,8,1,41
411,2,3,53858.0,50,4,0,0,0,0,0,0,915,17,1,47
412,4,3,66465.0,1,6,0,0,0,1,0,0,1485,35,1,68
413,2,4,46923.0,90,7,0,0,0,0,0,0,369,16,1,36
414,2,5,75072.0,83,3,0,0,0,0,0,0,1073,19,1,61
415,4,3,75865.0,73,1,0,0,0,0,0,0,1242,19,0,80
416,0,5,19789.0,24,5,1,0,0,0,0,0,78,9,1,48
417,2,5,80134.0,11,5,0,1,1,1,1,0,1378,21,0,29
418,2,4,91065.0,33,3,0,0,1,1,0,0,1474,26,0,42
419,3,3,49505.0,4,8,0,0,0,0,0,0,751,29,2,52
420,4,3,37401.0,14,7,0,0,0,0,0,0,48,7,1,50
421,2,3,30096.0,30,6,0,0,0,0,0,0,45,6,1,40
422,3,5,18492.0,75,8,0,0,0,0,0,0,10,4,1,41
423,3,3,82584.0,26,1,0,1,1,0,0,0,1435,16,0,49
424,4,3,93027.0,77,2,0,0,1,0,0,0,2119,22,0,82
425,2,3,48686.0,8,8,0,0,0,0,0,0,20,4,3,70
426,2,3,92910.0,42,1,0,1,1,1,0,0,1795,27,0,37
427,2,3,75433.0,28,6,0,1,0,1,0,0,1188,19,1,34
428,0,5,10404.0,52,5,0,0,0,0,0,0,43,7,1,34
429,2,3,61314.0,1,3,0,0,0,0,0,0,1008,24,1,55
430,4,4,84865.0,1,4,0,1,1,1,1,0,1688,16,0,62
431,2,3,42387.0,42,8,0,0,0,0,0,0,684,21,1,34
432,0,5,67309.0,76,7,0,0,0,0,0,0,1082,39,2,56
433,2,3,75236.0,27,4,0,0,0,0,0,0,1068,25,1,59
434,2,4,30015.0,28,5,0,0,0,0,0,0,57,7,1,53
435,3,5,50943.0,49,5,0,0,0,0,0,0,46,5,1,67
436,2,2,67272.0,12,5,0,0,0,0,0,0,733,23,1,57
437,3,6,51529.0,14,8,0,0,0,0,0,0,467,17,1,74
438,4,3,32011.0,89,7,0,0,0,0,0,0,122,10,1,52
439,0,3,7500.0,96,8,0,0,0,0,0,0,36,7,1,37
440,2,3,28691.0,56,8,0,0,0,0,0,0,34,5,1,34
441,4,3,56223.0,72,4,0,0,0,0,0,0,156,10,1,75
442,2,3,18100.0,14,5,0,0,0,0,0,0,14,4,0,77
443,2,4,30279.0,13,8,0,0,0,0,0,0,37,5,1,34
444,0,3,20130.0,99,8,0,0,0,0,0,0,34,5,0,49
445,2,2,23295.0,72,8,0,0,0,0,0,0,20,4,0,64
446,3,2,42618.0,92,8,0,0,0,0,0,0,192,11,1,51
447,2,4,81246.0,87,1,1,0,0,1,0,0,1379,17,0,59
448,2,3,24027.0,7,8,0,0,0,0,0,0,48,7,1,47
449,4,3,55707.0,91,3,0,0,0,0,0,0,428,16,1,70
450,2,4,57959.0,71,3,0,0,0,0,0,0,868,27,1,68
451,2,3,56796.0,24,7,0,0,0,0,0,0,1001,27,1,54
452,3,4,36230.0,17,5,0,0,0,0,0,0,59,7,1,52
453,0,3,70829.0,87,3,0,0,0,0,0,0,431,16,2,43
454,2,3,65991.0,21,7,0,0,0,0,0,0,971,27,1,47
455,2,3,38988.0,90,8,0,0,0,0,0,0,348,19,3,51
456,0,4,89572.0,44,4,0,1,0,1,0,0,2059,24,0,57
457,3,3,42207.0,71,6,1,0,0,0,0,0,265,14,1,39
458,2,3,50300.0,52,2,0,0,0,0,0,0,270,13,1,71
459,0,5,66664.0,78,3,0,0,0,0,0,0,1289,19,0,41
460,2,3,60597.0,2,7,0,0,0,1,0,0,893,16,1,59
461,2,6,70165.0,60,1,0,0,0,0,0,0,926,22,0,74
462,4,6,50520.0,25,6,0,0,0,0,0,0,135,9,1,65
463,2,3,80124.0,47,1,1,0,0,0,0,0,1495,19,0,60
464,2,3,33183.0,46,7,0,0,0,0,0,0,120,9,1,48
465,4,4,66582.0,83,1,0,0,0,0,0,0,1288,20,0,54
466,4,5,75261.0,17,2,0,1,1,0,0,0,1743,17,0,68
467,2,6,31880.0,13,8,0,0,0,0,0,0,15,4,1,53
468,2,3,53790.0,86,6,0,0,0,0,0,0,542,20,2,72
469,4,5,49269.0,92,7,0,0,0,0,0,0,890,25,1,52
470,2,3,61456.0,47,4,0,0,0,0,0,0,1388,33,1,48
471,2,3,37406.0,18,8,0,0,0,0,0,0,17,4,1,43
472,4,5,56937.0,81,6,0,1,0,0,0,0,906,30,1,42
473,2,3,38415.0,91,7,0,0,0,0,0,0,44,6,2,45
474,2,4,20518.0,58,5,0,0,0,0,0,0,25,5,1,35
475,2,3,62503.0,40,5,0,0,0,0,0,0,973,26,1,67
476,4,4,41644.0,67,3,0,0,0,0,0,0,31,6,2,51
477,3,3,55842.0,19,5,0,0,0,0,0,0,518,17,1,46
478,4,3,62010.0,93,5,0,0,0,0,0,0,530,19,1,51
479,2,3,41124.0,41,8,0,0,0,0,0,0,506,21,1,46
480,3,3,38961.0,60,7,0,0,0,0,0,0,70,6,1,50
481,3,2,37760.0,54,6,0,0,0,0,0,0,54,6,1,51
482,2,4,32233.0,26,9,1,0,0,0,0,0,296,12,1,49
483,2,3,43057.0,30,5,0,0,0,0,0,0,266,15,1,48
484,3,5,83151.0,93,3,0,0,0,0,0,0,747,19,0,63
485,4,2,78825.0,35,3,0,0,0,0,0,0,895,29,0,59
486,3,5,65104.0,4,7,0,0,0,0,0,0,1053,17,1,47
487,2,3,60093.0,92,6,0,0,0,0,0,0,735,21,1,49
488,2,3,14045.0,24,7,0,0,0,0,0,0,20,5,1,54
489,0,6,28457.0,96,8,0,0,0,0,0,0,205,10,0,71
490,4,5,78952.0,11,6,0,0,0,0,0,0,2092,21,1,65
491,2,2,46310.0,99,8,0,0,0,0,0,0,309,14,1,47
492,2,5,76005.0,72,6,0,0,0,1,0,0,1722,22,0,68
493,3,4,58308.0,77,8,0,0,0,0,0,0,900,15,1,59
494,4,2,55614.0,85,7,0,1,0,0,0,0,682,20,0,79
495,3,2,59432.0,88,5,0,0,0,0,0,0,663,22,1,61
496,2,2,55563.0,22,3,0,0,0,0,0,0,43,6,1,45
497,4,5,78642.0,83,6,0,0,0,0,0,0,1816,18,1,52
498,4,5,67911.0,63,3,0,0,0,0,0,0,976,27,1,74
499,2,3,65275.0,9,2,0,0,0,0,0,0,746,21,0,79
500,2,5,27203.0,92,8,0,0,0,0,0,0,64,6,2,73
501,3,5,48330.0,2,5,0,0,0,0,0,0,32,5,1,62
502,1,3,24279.0,6,8,0,0,0,0,0,0,263,9,0,33
503,4,3,64355.0,66,8,0,0,0,0,0,0,1445,21,1,38
504,3,5,50943.0,49,5,0,0,0,0,0,0,46,5,1,67
505,2,6,53653.0,29,6,0,0,0,0,0,0,1210,28,0,70
506,2,3,65665.0,77,3,0,0,0,0,0,0,945,24,1,47
507,2,4,81217.0,77,1,0,0,0,0,0,0,1157,22,0,34
508,2,3,34935.0,71,7,0,0,0,0,0,0,137,8,0,31
509,2,2,61250.0,49,5,0,0,0,0,0,0,730,25,1,64
510,4,5,39665.0,97,7,1,0,0,0,0,0,216,12,1,42
511,2,4,60152.0,6,3,0,0,0,0,0,0,943,23,1,44
512,2,3,48920.0,93,7,0,1,0,0,0,0,347,16,2,59
513,3,5,89120.0,78,1,0,0,1,0,0,0,1924,19,0,64
514,4,5,44124.0,62,8,0,0,0,0,0,0,397,17,1,77
515,3,4,81169.0,47,2,0,0,0,0,0,0,2089,22,0,48
516,2,3,36443.0,9,8,0,0,0,0,0,0,138,11,2,62
517,2,4,26095.0,77,7,0,0,0,0,0,0,42,5,1,33
518,2,5,71367.0,24,2,0,0,0,0,0,0,777,17,0,64
519,3,3,80184.0,19,3,0,0,1,1,0,0,1902,20,0,79
520,2,2,30630.0,67,7,0,0,0,0,0,0,52,7,2,58
521,3,4,73454.0,95,5,1,0,0,0,0,0,1651,13,0,36
522,2,3,42691.0,48,5,0,0,0,0,0,0,358,13,0,32
523,2,3,70503.0,73,6,0,1,1,0,0,0,1727,16,0,70
524,2,3,25545.0,35,6,0,0,0,0,0,0,210,10,1,36
525,2,3,32880.0,76,8,0,0,0,0,0,0,42,5,1,37
526,4,5,77863.0,20,2,0,0,0,0,0,0,1291,20,0,65
527,3,3,50353.0,72,3,0,0,0,0,0,0,442,15,0,46
528,2,4,61839.0,20,8,0,0,0,0,0,0,1895,17,0,59
529,4,3,49154.0,69,6,0,0,0,0,0,0,411,19,2,63
530,0,6,47682.0,80,5,0,0,0,0,0,0,521,19,1,48
531,2,4,72679.0,65,1,0,0,0,0,0,0,1168,17,1,54
532,3,5,57954.0,52,7,0,1,0,0,0,0,493,23,2,46
533,2,3,65316.0,65,4,0,0,0,0,0,0,260,12,2,61
534,2,4,28567.0,57,6,0,0,0,0,0,0,46,7,1,41
535,3,5,47352.0,70,7,0,0,0,0,0,0,319,16,1,72
536,2,5,44931.0,0,5,0,0,0,0,0,0,96,7,1,56
537,2,2,76982.0,19,4,0,0,1,0,0,0,1062,16,0,56
538,0,5,57247.0,50,2,0,0,0,0,0,0,232,12,1,71
539,3,4,22944.0,67,7,0,0,0,0,0,0,76,9,1,42
540,0,5,25315.0,46,8,0,0,0,0,0,0,54,9,1,46
541,2,6,43638.0,37,7,0,0,0,0,0,0,201,11,1,54
542,4,4,42710.0,38,6,0,0,0,0,0,0,406,14,1,39
543,4,3,84169.0,9,3,0,1,1,0,0,0,1919,20,0,41
544,2,5,54058.0,56,3,0,0,0,0,0,0,662,20,1,47
545,0,3,24683.0,98,5,0,0,0,0,0,0,41,8,1,33
546,2,6,85620.0,68,1,0,0,0,0,0,0,1600,14,0,59
547,2,3,47850.0,72,6,0,0,0,0,0,0,134,8,1,43
548,2,3,19514.0,47,8,1,0,0,0,0,0,69,10,2,55
549,3,3,27159.0,33,6,0,0,0,0,0,0,21,6,2,50
550,0,4,39548.0,87,3,0,0,0,0,0,0,54,7,2,60
551,2,4,21474.0,0,7,1,0,0,0,0,0,91,8,1,34
552,4,4,60504.0,73,6,0,0,0,0,0,0,526,18,1,52
553,2,3,22419.0,74,8,0,0,0,0,0,0,162,8,0,60
554,3,3,81698.0,4,1,0,0,0,0,0,0,1008,25,0,74
555,2,5,43462.0,50,8,0,0,0,0,0,0,240,16,2,71
556,4,4,54880.0,57,5,0,0,0,0,0,0,795,21,1,45
557,2,3,79908.0,30,2,0,0,1,0,0,0,1772,19,0,41
558,0,3,15315.0,27,5,0,0,0,0,0,0,64,8,0,53
559,2,5,87771.0,61,6,0,1,1,1,1,0,1957,20,1,64
560,2,3,33039.0,4,5,0,0,0,0,0,0,78,7,1,45
561,2,4,81741.0,75,2,0,0,0,0,0,0,1572,19,0,43
562,3,5,71499.0,12,4,0,0,0,0,0,0,795,26,1,52
563,0,3,62466.0,13,4,0,0,0,0,0,0,889,26,1,53
564,4,2,48799.0,9,3,0,0,0,0,0,0,331,15,1,60
565,4,5,52157.0,48,4,0,0,0,0,0,0,265,12,1,73
566,2,4,66565.0,80,8,0,0,0,0,0,0,1065,19,1,61
567,3,5,29298.0,60,5,0,0,0,0,0,0,11,4,2,72
568,2,4,47691.0,43,6,0,0,0,0,0,0,21,4,1,44
569,2,5,38200.0,19,7,0,0,0,0,0,0,17,4,2,53
570,2,3,44989.0,26,6,0,0,0,0,0,0,369,16,1,49
571,4,3,38443.0,58,7,0,0,0,0,0,0,38,6,2,55
572,0,4,38593.0,42,8,0,0,0,0,0,0,177,11,1,45
573,4,5,64413.0,27,5,0,0,0,0,0,0,279,12,1,53
574,3,3,36959.0,56,8,0,0,0,0,0,0,62,7,1,42
575,4,3,61996.0,27,5,0,1,0,1,1,0,1230,21,1,46
576,2,3,51287.0,10,7,0,0,0,0,0,0,182,11,2,55
577,2,3,13260.0,48,8,0,0,0,0,0,0,49,10,2,53
578,4,5,47472.0,39,5,0,0,0,0,0,0,75,8,2,57
579,3,5,54603.0,85,7,0,0,0,0,0,0,227,16,2,67
580,4,3,45207.0,64,6,0,1,0,0,0,0,215,15,2,49
581,2,5,40689.0,69,8,0,0,0,0,0,0,444,20,1,72
582,0,5,47821.0,54,8,0,0,0,0,0,0,47,5,2,56
583,3,3,27450.0,57,7,0,0,0,0,0,0,143,7,0,72
584,2,5,39453.0,64,6,0,0,0,0,0,0,55,7,1,40
585,0,5,26850.0,10,4,0,0,0,0,0,0,63,11,2,52
586,2,6,79800.0,65,3,1,0,1,1,0,0,1867,22,0,68
587,3,3,61794.0,74,2,0,0,0,0,0,0,611,20,1,62
588,2,5,53863.0,4,7,0,1,0,0,0,0,473,18,1,68
589,2,5,24221.0,94,4,0,0,0,0,0,0,55,6,0,64
590,4,4,39684.0,41,7,0,0,0,0,0,1,81,7,1,39
591,3,3,92163.0,25,2,0,0,1,1,0,0,2086,21,0,48
592,3,4,69882.0,94,1,0,0,0,0,0,0,1478,20,0,58
593,2,5,33178.0,9,4,0,0,0,0,0,0,49,5,1,46
594,4,3,59973.0,47,1,0,0,0,0,0,0,382,15,0,51
595,3,5,17459.0,12,7,0,0,0,0,0,0,69,9,1,48
596,2,2,23910.0,80,7,0,0,0,0,0,0,67,6,1,54
597,3,3,42169.0,20,8,0,0,0,0,0,0,30,6,2,54
598,0,3,26224.0,39,6,0,0,0,0,0,0,63,9,1,45
599,2,5,31089.0,57,8,0,0,0,0,0,0,79,10,1,42
600,2,4,30081.0,27,7,0,0,0,0,0,0,42,5,1,62
601,2,5,62807.0,83,5,0,0,0,0,0,0,819,23,1,63
602,2,4,72906.0,79,1,0,0,0,0,0,0,1151,17,0,68
603,4,3,61467.0,69,5,0,0,0,0,0,0,594,20,2,75
604,3,5,49618.0,77,7,0,0,0,0,0,0,129,11,2,57
605,3,4,21888.0,15,10,0,0,0,0,0,0,213,12,1,37
606,2,6,42429.0,99,5,0,0,0,0,0,0,67,7,1,50
607,2,2,26150.0,61,7,0,0,0,0,0,0,28,5,3,67
608,1,3,30801.0,23,7,0,0,0,0,0,0,45,6,1,48
609,2,3,81168.0,84,3,0,0,0,1,0,0,1193,18,0,58
610,3,4,26877.0,74,6,0,0,0,0,0,0,268,12,0,54
611,3,6,45006.0,90,3,0,0,0,0,0,0,266,12,0,79
612,1,3,18978.0,41,8,0,0,0,0,0,0,37,5,1,50
613,2,3,22574.0,28,7,0,0,0,0,0,0,37,7,3,56
614,4,4,48240.0,73,5,0,0,0,0,0,0,882,25,0,54
615,2,3,45837.0,88,7,0,0,0,0,0,0,373,18,2,49
616,3,4,35791.0,94,8,0,0,0,0,0,0,35,6,3,58
617,4,5,162397.0,31,1,0,0,0,0,0,0,107,1,2,47
618,2,6,54162.0,31,4,0,0,0,0,0,0,42,5,2,45
619,3,3,30522.0,6,2,0,0,0,0,0,0,326,17,1,63
620,4,3,54456.0,23,6,0,0,0,0,0,0,404,17,1,62
621,2,4,31632.0,92,7,0,0,0,0,0,0,95,6,0,52
622,2,6,72298.0,52,1,0,1,1,0,0,0,939,14,0,74
623,0,4,36975.0,50,7,0,0,0,0,0,0,33,5,1,45
624,0,3,72635.0,54,3,0,0,0,1,0,0,981,21,0,68
625,2,3,13624.0,93,6,0,0,0,0,0,0,36,7,1,47
626,2,4,84196.0,56,3,0,0,0,0,0,0,1237,20,1,48
627,2,5,70971.0,28,7,0,0,0,0,0,0,1825,34,1,63
628,4,2,34487.0,94,9,0,0,0,0,0,0,103,9,2,46
629,2,4,28769.0,76,9,0,0,0,0,0,0,191,12,1,46
630,4,3,69084.0,43,8,0,0,0,0,0,0,1586,25,1,53
631,4,5,65488.0,46,1,0,0,0,0,0,0,963,14,0,65
632,0,3,62466.0,13,4,0,0,0,0,0,0,889,26,1,53
633,0,4,32218.0,27,7,1,0,0,0,0,0,93,7,0,63
634,2,4,83917.0,12,3,0,0,0,0,0,0,1587,21,0,50
635,2,2,46102.0,3,7,0,0,0,0,0,0,16,4,3,61
636,2,4,84574.0,72,5,0,0,0,0,0,0,1375,32,0,71
637,2,3,56181.0,6,4,0,0,0,0,0,0,393,14,1,61
638,3,2,63120.0,53,7,0,0,0,0,0,0,1477,26,1,73
639,2,3,73691.0,58,2,1,0,0,0,0,0,1179,18,1,52
640,2,5,63381.0,78,2,0,0,0,0,0,0,1005,26,1,63
641,4,5,76140.0,57,2,0,0,0,0,0,0,1348,21,0,75
642,4,2,62859.0,37,6,0,0,0,0,0,0,1307,23,1,64
643,2,4,45906.0,20,5,1,0,0,0,0,0,486,15,1,59
644,3,5,77632.0,73,2,0,1,1,0,0,0,2252,13,0,76
645,4,3,46463.0,56,6,0,0,0,0,0,0,235,17,2,52
646,2,5,105471.0,36,3,0,0,1,1,0,0,1724,30,0,53
647,3,2,55282.0,9,4,0,0,0,0,0,0,235,11,1,53
648,3,3,78710.0,42,4,0,0,0,0,0,0,1092,28,1,46
649,2,5,66886.0,28,5,0,0,0,0,0,0,599,17,1,65
650,3,4,98777.0,23,1,0,1,0,0,0,0,2008,19,0,63
651,2,5,29103.0,38,9,0,0,0,0,0,0,48,6,1,38
652,2,3,67445.0,63,6,0,0,0,0,0,0,1174,32,1,49
653,4,5,50616.0,71,2,0,0,0,0,0,0,67,7,1,73
654,2,2,49431.0,9,8,0,0,0,0,0,0,365,15,1,68
655,2,2,153924.0,81,0,0,0,0,0,0,0,6,0,0,48
656,2,5,61278.0,87,6,0,0,0,0,0,0,165,10,1,70
657,0,5,26490.0,92,6,0,0,0,0,0,0,210,11,0,65
658,4,5,73059.0,36,4,0,0,0,0,0,0,1095,26,1,76
659,4,4,46734.0,86,6,1,0,0,0,0,0,223,12,3,57
660,2,5,56253.0,83,6,0,0,0,0,0,0,597,22,1,60
661,2,3,19986.0,74,7,0,0,0,0,0,0,22,4,1,38
662,2,6,58330.0,87,4,0,0,0,0,0,0,1064,24,1,48
663,1,3,25965.0,29,8,0,0,0,0,0,0,74,6,0,43
664,3,5,14661.0,88,6,0,0,0,0,0,0,26,5,0,67
665,2,3,18690.0,77,8,0,0,0,0,0,0,60,5,0,64
666,4,5,45068.0,25,7,0,0,0,0,0,0,20,4,1,49
667,1,4,21063.0,34,6,0,0,0,0,0,0,59,7,1,36
668,4,3,29187.0,43,8,0,0,0,0,0,0,34,5,1,55
669,0,3,54690.0,76,3,0,0,0,0,0,0,198,12,2,52
670,4,3,59304.0,81,5,0,0,0,0,0,0,1048,28,1,59
671,3,4,59247.0,87,6,0,0,0,0,0,0,574,21,2,61
672,2,6,66731.0,33,3,0,0,0,0,0,0,1029,17,1,53
673,2,3,77353.0,38,4,0,0,0,0,0,0,670,20,1,43
674,4,4,52614.0,63,8,0,0,0,0,0,0,990,16,1,48
675,2,3,26751.0,26,8,0,0,0,0,0,0,11,4,2,49
676,4,3,81300.0,17,5,0,0,0,1,0,0,1241,21,1,60
677,2,4,70337.0,75,1,0,0,0,0,0,0,576,17,0,44
678,0,3,36145.0,13,9,1,0,0,0,0,0,172,12,1,38
679,4,4,65295.0,19,2,0,0,0,0,0,0,664,20,0,43
680,2,2,68118.0,51,6,0,0,0,0,0,0,928,23,1,60
681,2,2,68743.0,81,7,0,0,0,0,0,0,2074,30,0,56
682,0,5,41039.0,32,8,0,0,0,0,0,0,467,15,0,41
683,2,5,38946.0,84,5,0,0,0,0,0,0,257,12,1,68
684,2,5,65777.0,87,1,0,0,0,0,0,0,1146,17,0,56
685,4,2,66476.0,99,4,0,0,0,0,0,0,689,20,1,47
686,4,4,86857.0,96,2,0,0,0,0,0,0,2114,22,0,51
687,4,3,160803.0,21,0,0,0,0,0,0,0,1717,44,0,41
688,4,5,77845.0,40,1,0,0,1,1,0,0,1346,21,0,34
689,4,5,69476.0,3,2,0,0,0,0,0,0,1044,15,0,54
690,4,2,50611.0,98,6,0,1,0,0,0,0,493,22,1,63
691,2,4,61209.0,73,2,0,0,0,0,0,0,957,13,0,53
692,3,5,42315.0,90,3,0,0,0,0,0,0,270,12,1,65
693,1,5,13084.0,29,6,0,0,0,0,0,0,29,5,0,71
694,3,6,47570.0,3,7,0,0,0,0,0,0,121,9,2,74
695,3,3,61923.0,94,3,0,0,0,0,0,0,126,8,2,62
696,2,4,34824.0,65,6,0,0,0,0,0,0,23,4,0,28
697,4,4,26518.0,33,8,0,0,0,0,0,0,57,8,2,74
698,2,4,45938.0,46,6,0,0,0,0,0,0,636,20,0,62
699,2,5,78468.0,29,4,0,0,0,1,0,0,1004,28,0,63
700,2,2,78901.0,99,4,0,0,0,0,0,0,734,20,1,50
701,2,3,71427.0,26,4,0,0,0,0,0,0,614,20,2,45
702,2,2,71022.0,30,8,1,0,0,0,0,0,1453,21,1,45
703,3,4,90247.0,27,1,0,1,1,1,0,0,1621,15,0,35
704,3,2,41335.0,24,7,0,0,0,0,0,0,187,12,1,55
705,2,3,71952.0,93,4,1,0,1,0,0,0,1443,22,1,37
706,4,2,35682.0,34,2,0,0,0,0,0,0,57,6,1,53
707,2,2,43185.0,88,8,0,0,0,0,0,0,637,20,1,72
708,4,5,66375.0,96,7,1,0,0,0,0,0,948,14,1,75
709,3,3,35178.0,10,7,1,0,0,0,0,0,59,5,1,52
710,2,3,25252.0,26,8,0,0,0,0,0,0,18,4,1,37
711,3,4,55250.0,49,5,0,0,0,0,0,0,903,26,1,58
712,2,4,33249.0,11,6,0,0,0,0,0,0,112,8,1,48
713,2,5,58398.0,44,4,0,0,0,0,0,0,596,20,0,70
714,2,5,50272.0,75,7,0,0,0,0,0,0,233,13,1,41
715,4,3,76618.0,64,1,0,0,0,0,0,0,1511,11,0,48
716,0,2,87305.0,19,2,0,0,1,0,0,0,1152,17,0,63
717,2,5,25851.0,45,7,0,0,0,0,0,0,48,7,1,45
718,2,2,58710.0,77,6,0,0,0,0,0,0,1185,31,1,53
719,2,4,45160.0,9,7,0,0,0,0,0,0,21,4,2,65
720,3,3,74806.0,1,4,0,0,0,0,0,0,965,16,1,58
721,2,3,59111.0,90,7,0,0,0,0,0,0,869,21,0,69
722,4,3,18988.0,43,7,0,0,0,0,0,0,16,6,1,39
723,2,3,72190.0,79,3,0,0,0,0,0,0,1947,16,0,58
724,2,3,7500.0,19,9,1,0,0,0,0,0,71,12,1,47
725,2,3,44794.0,99,6,0,0,0,0,0,0,65,6,1,57
726,2,3,80395.0,62,2,0,0,0,1,0,0,1380,24,0,68
727,3,2,75012.0,41,1,0,0,0,0,0,0,1027,23,0,47
728,3,3,56962.0,60,7,0,0,0,0,0,0,411,21,3,58
729,2,5,89891.0,17,4,0,0,1,0,0,0,836,26,0,32
730,4,2,35946.0,24,5,0,0,0,0,0,0,11,4,2,74
731,4,5,53593.0,60,8,0,0,0,0,0,0,480,23,2,70
732,2,3,66373.0,57,3,0,0,0,0,0,0,606,23,2,45
733,4,2,45072.0,74,8,0,0,0,0,0,0,284,16,3,75
734,2,2,89694.0,22,5,0,1,1,1,0,0,1472,14,2,50
735,2,3,72025.0,46,2,0,1,1,1,0,0,1677,26,0,74
736,2,3,67432.0,69,4,0,0,0,0,0,0,1335,19,1,50
737,3,5,70545.0,29,2,0,0,0,0,0,0,334,13,1,71
738,1,3,17487.0,37,7,0,0,0,0,0,0,18,4,1,34
739,2,5,62882.0,26,4,0,0,0,0,0,0,1338,20,1,54
740,4,4,64108.0,8,5,0,0,0,0,0,0,1099,30,1,70
741,3,5,34941.0,26,8,0,0,0,0,0,0,97,8,2,67
742,4,4,48767.0,79,5,0,0,0,0,0,0,63,9,3,73
743,0,5,38702.0,71,6,0,0,0,0,0,0,109,9,1,45
744,2,3,82224.0,83,3,0,0,0,1,0,0,902,21,0,59
745,2,5,83844.0,57,1,0,0,1,0,0,0,1574,20,0,71
746,0,3,17003.0,37,5,0,0,0,0,0,0,38,9,1,48
747,2,4,71163.0,30,1,0,0,0,0,0,0,960,24,0,28
748,2,4,33697.0,34,7,1,0,0,0,0,0,28,4,1,53
749,0,3,63564.0,0,6,1,0,0,0,0,0,1215,28,0,69
750,4,5,83443.0,89,2,0,0,0,0,0,0,1497,22,0,51
751,4,5,51518.0,92,3,0,0,0,0,0,0,449,17,1,65
752,2,6,58330.0,87,4,0,0,0,0,0,0,1064,24,1,48
753,2,3,80952.0,20,8,0,1,1,1,0,0,1757,25,0,54
754,2,5,75507.0,56,3,0,0,0,0,0,0,1440,21,0,44
755,0,5,63855.0,28,4,0,0,0,0,0,0,1006,24,0,45
756,4,5,62220.0,55,6,0,0,0,0,0,0,1226,23,1,51
757,2,3,58512.0,25,8,0,0,0,0,0,0,1171,20,1,59
758,3,3,40662.0,0,4,0,0,0,0,0,0,92,8,1,44
759,4,3,38829.0,86,5,0,0,0,0,0,0,99,8,1,64
760,0,3,35523.0,8,7,0,0,0,0,0,0,66,8,1,42
761,2,4,79146.0,33,6,0,0,0,0,0,0,564,19,2,56
762,3,3,78285.0,13,3,0,0,0,0,0,0,1427,21,0,35
763,4,4,31626.0,12,7,1,0,0,0,0,0,86,6,1,45
764,2,4,75127.0,92,1,0,0,0,0,0,0,833,19,0,71
765,2,3,48726.0,90,6,0,0,0,0,0,0,242,12,1,68
766,2,3,74985.0,8,2,0,0,0,0,0,0,1869,17,0,46
767,2,5,67430.0,6,6,0,0,0,0,0,0,1364,29,0,36
768,0,3,46891.0,91,4,0,0,0,0,0,0,183,8,1,58
769,3,3,62058.0,52,6,0,0,0,0,0,0,450,18,1,67
770,2,3,72063.0,3,2,0,0,0,0,0,0,758,21,1,44
771,4,3,78939.0,57,3,0,0,0,0,0,0,1507,20,0,72
772,2,4,42720.0,9,8,0,0,0,0,0,0,654,25,2,58
773,2,3,33622.0,22,7,0,0,0,0,0,0,81,9,2,51
774,4,5,6835.0,76,20,0,0,0,0,0,0,137,1,1,66
775,2,5,41452.0,86,7,0,0,0,0,0,0,16,4,2,70
776,4,4,40760.0,64,6,0,0,0,0,0,0,93,8,1,58
777,4,5,74250.0,90,1,0,0,0,0,0,0,1158,18,0,65
778,3,4,51124.0,79,3,0,0,0,0,0,0,43,6,2,68
779,2,4,72258.0,28,2,0,0,0,0,0,0,1525,22,1,52
780,4,4,71466.0,86,1,0,0,0,0,0,0,1230,19,0,49
781,2,5,36283.0,42,4,0,0,0,0,0,0,29,6,2,47
782,2,4,20587.0,39,7,0,0,0,0,0,0,25,5,1,53
783,2,3,30467.0,8,7,0,0,0,0,0,0,24,4,1,51
784,2,5,31590.0,40,8,0,0,0,0,0,0,38,5,1,51
785,1,3,20425.0,5,7,0,0,0,0,0,0,57,7,1,37
786,3,5,17144.0,96,7,0,0,0,0,0,0,47,12,2,63
787,4,2,42564.0,28,7,1,0,0,0,0,0,813,24,1,55
788,3,3,43783.0,22,7,1,0,0,0,0,0,629,22,1,45
789,2,2,40780.0,30,9,0,0,0,0,0,0,377,17,1,47
790,3,5,62847.0,45,2,0,0,0,0,0,0,1612,14,0,78
791,4,3,82017.0,58,2,0,1,1,1,0,0,729,17,0,66
792,2,4,16813.0,49,7,1,0,0,0,0,0,50,6,0,73
793,2,3,51267.0,37,4,0,0,0,0,0,0,270,15,2,45
794,2,4,46524.0,70,3,0,0,0,0,0,0,177,9,1,62
795,3,4,45183.0,33,7,0,1,0,0,0,0,315,13,0,61
796,4,3,70421.0,98,6,0,0,0,0,0,0,767,23,1,69
